#Date: 9 June 2021
#Data extracted from tr20271121628.hld file
#T1(TRB=2) / T3(TRB=0) / T4(TRB=1)
#nEvent nTRB row col time(ns) charge(ns)
632 2 6 1 3814.19 167.398 
632 0 8 3 3780.22 324.784 
632 1 9 4 3783.02 773.108 
633 2 5 5 3811.98 4902.86 
633 0 3 4 3816.4 220.793 
633 0 3 5 3815.58 164.172 
633 1 1 3 3819.23 471.277 
634 2 3 8 3804.17 946.631 
634 0 2 5 3808.57 990.26 
634 1 1 3 3812.1 410.512 
635 2 1 9 3807.29 711.963 
635 0 3 8 3811.73 81.2018 
635 1 5 6 3814.84 593.725 
636 2 5 10 3808.34 252.866 
636 0 6 10 3811.92 59.4788 
636 1 6 10 3814.34 195.971 
637 2 3 10 3810.29 1954.08 
637 0 3 5 3815.03 76.6025 
637 0 3 6 3814.45 58.1163 
637 1 3 1 3796.8 121.767 
637 1 4 1 3818.86 127.771 
638 2 3 5 3808.72 274.218 
638 0 4 8 3813.74 93.938 
638 1 3 9 3816.33 314.241 
639 2 5 2 3808.55 781.441 
639 0 5 3 3813.21 965.311 
639 1 5 4 3816.1 193.758 
640 2 5 8 3818.89 718.367 
640 2 3 6 3818.88 242.249 
640 0 5 8 3821.85 158.075 
640 0 5 9 3822.45 516.986 
640 0 6 9 3822.87 192.341 
640 0 6 8 3822.53 224.395 
640 1 5 9 3825.65 218.372 
640 1 4 6 3826.21 679.083 
640 1 5 5 3826.3 554.448 
641 2 10 7 3807.57 269.936 
641 2 6 11 3584.99 740.892 
641 0 8 8 3811.13 102.532 
641 1 7 9 3814.82 100.892 
642 2 2 10 3810.85 1984.51 
642 2 5 3 3812.25 859.418 
642 0 5 8 3813.95 300.988 
642 1 7 8 3817.73 1358.55 
643 2 4 3 3820.06 699.89 
643 0 5 1 3405.71 653.259 
643 1 8 9 3820.06 573.028 
643 1 8 2 3408.49 512.259 
644 2 5 9 3808.08 436.765 
644 0 3 7 3811.22 175.819 
644 0 3 6 3864.83 138.928 
644 1 1 5 3814.75 578.609 
645 2 1 5 3810.68 1302.85 
645 0 5 8 3815.12 300.988 
645 1 5 9 3818.01 58.5751 
645 1 8 12 3783.87 431.369 
646 2 4 1 3806.37 649.043 
646 0 4 4 3811.92 423.087 
646 1 4 7 3814.36 57.6798 
647 2 6 10 3807.41 1194.96 
647 0 5 11 3810.77 130.175 
647 1 4 11 3814.24 348.796 
648 2 3 5 3810.17 118.983 
648 0 4 4 3814.4 921.043 
648 1 5 3 3817.05 2009.97 
649 2 10 5 3809.52 611.953 
649 0 9 5 3775.67 128.461 
649 1 8 5 3778.24 105.846 
650 2 1 3 3810.2 1887.8 
650 0 2 3 3813.43 692.75 
650 1 2 3 3816.15 36.5758 
651 2 5 5 3805.94 728.58 
651 0 4 6 3810.57 361.966 
651 1 3 7 3813.08 346.665 
652 2 4 6 3807.57 1061.05 
652 0 3 7 3811.06 676.383 
652 1 2 8 3814.46 132.173 
652 1 1 8 3815.04 108.534 
653 2 10 7 3809.57 155.197 
653 2 9 7 3809.35 340.861 
653 0 8 9 3813.31 155.621 
653 1 6 11 3815.86 115.145 
654 2 6 4 3806.54 526.134 
654 0 5 4 3811.31 272.473 
654 1 5 3 3814.31 2076.85 
655 2 7 11 3810.49 1575.54 
655 0 5 11 3814.04 283.877 
655 1 4 11 3816.63 181.825 
656 2 9 9 3809.03 275.291 
656 0 5 7 3811.74 356.682 
656 1 1 6 3815.53 179.751 
657 2 7 12 3809.58 857.909 
657 0 8 11 3777.6 114.935 
657 1 10 11 3780.61 24.9111 
658 2 8 9 3811.42 428.024 
658 2 8 8 3811.07 410.8 
658 0 5 7 3814.48 229.475 
658 1 2 8 3818.34 260.343 
658 1 1 8 3818.7 297.411 
659 2 8 7 3808.03 766.553 
659 0 9 5 3774.51 177.052 
659 1 9 3 3778.08 261.55 
660 0 3 10 3809.46 76.9521 
660 1 5 11 3813.05 404.234 
661 2 7 3 3810.68 553.562 
661 0 7 4 3777.07 294.399 
661 1 8 5 3779.59 417.778 
662 2 8 12 3812.13 1164.47 
662 0 6 12 3816.03 57.0945 
662 1 4 12 3818.69 172.781 
663 2 5 10 3807.83 1460.55 
663 0 2 9 3810.61 663.685 
663 1 3 2 3815.16 936.256 
664 2 4 10 3805.09 570.676 
664 0 5 7 3809.34 159.394 
664 1 6 5 3812.29 327.381 
665 2 6 11 3812.06 740.892 
665 0 4 9 3815.23 334.378 
665 1 2 6 3818.99 491.058 
666 2 3 11 3807.55 860.76 
666 0 3 10 3811.51 499.067 
666 1 2 9 3814.93 548.693 
667 2 3 5 3811.57 624.756 
667 0 3 4 3816.6 706.297 
667 0 3 5 3816.34 215.027 
667 1 3 3 3819.41 239.098 
667 1 3 4 3819.32 869.642 
668 2 7 7 3810.21 1983.64 
668 0 6 9 3813.39 200.117 
668 1 5 10 3816.78 86.963 
669 2 2 7 3805.03 380.192 
669 0 2 7 3807.75 115.367 
669 1 1 8 3811.29 2818.07 
670 2 1 5 3811.9 442.645 
670 0 4 5 3816.91 737.596 
670 0 4 6 3816.86 133.314 
670 1 7 6 3819.64 284.583 
671 2 1 4 3808.8 1207.61 
671 0 4 4 3812.17 339.043 
671 1 6 4 3814.86 95.28 
672 2 5 7 3802.68 232.066 
672 0 4 7 3805.84 232.02 
672 1 4 7 3809.29 225.19 
673 2 1 2 3808.55 1113.15 
673 2 2 1 4072.51 1212.41 
673 0 4 5 3813.83 215.104 
673 1 7 7 3816.76 305.236 
674 2 6 4 3807.47 1008.79 
674 0 4 7 3812.33 154.054 
674 1 2 9 3815.46 1311.95 
675 2 2 4 3808.04 1781.53 
675 0 1 6 3811.97 403.68 
675 1 1 7 3815.26 1981.61 
676 2 7 7 3807.77 437.266 
676 0 6 8 3811.69 177.965 
676 1 4 9 3814.41 70.2808 
677 2 2 5 3811.38 921.028 
677 0 3 9 3815.24 325.626 
677 1 3 11 3817.99 69.3456 
678 2 1 4 3810.16 1043.59 
678 0 5 3 3814.2 1008.97 
678 1 6 6 3817.84 25.3045 
678 1 7 6 3817.81 36.1816 
678 1 10 5 3781.11 465.866 
679 2 6 2 3813.84 139.18 
679 2 7 5 3813.86 309.165 
679 2 9 4 3814.74 807.153 
679 0 7 4 3780.77 182.492 
679 0 9 3 3407.13 326.108 
679 1 10 3 3784.41 594.926 
680 2 4 7 3806.61 243.611 
680 0 5 7 3811.09 244.429 
680 1 6 8 3813.81 262.912 
681 2 10 4 3810.81 689.88 
681 0 10 4 3776.94 486.949 
681 1 10 3 3780.51 368.165 
682 2 2 1 3813.48 1052.34 
682 0 3 2 3816.9 791.936 
682 1 3 2 3819.98 463.337 
683 2 6 2 3810.24 559.376 
683 2 3 3 3822.27 631.377 
683 0 4 4 3814.89 912.663 
683 1 3 5 3817.15 2834.48 
684 2 5 4 3809.67 1229.01 
684 0 3 3 3814.05 1325.37 
684 1 1 2 3817.75 901.662 
685 2 2 2 3811.37 1006.15 
685 0 5 1 3402.9 473.94 
685 1 8 1 3406.74 455.844 
686 2 6 8 3805.85 484.932 
686 0 4 9 3808.95 285.704 
686 1 3 10 3811.68 64.944 
687 2 6 6 3810.24 1119.34 
687 0 3 8 3814.16 446.099 
687 1 1 9 3817.31 256.578 
688 2 7 8 3807.83 1162.18 
688 0 6 9 3811.23 102.861 
688 1 5 9 3814.73 237.231 
689 2 4 5 3812.95 806.135 
689 0 4 5 3817.38 705.138 
689 0 4 6 3816.7 1008.23 
689 1 4 5 3819.64 210.551 
689 1 4 6 3819.86 168.355 
690 2 3 3 3808.56 1115.44 
690 0 2 4 3813.14 683.948 
690 1 1 4 3815.65 368.861 
691 2 2 12 3808.93 1551.55 
691 0 6 12 3813.8 162.335 
691 1 9 12 3816.04 662.625 
692 2 9 9 3810.44 1278.56 
692 0 5 8 3814.47 503.069 
692 0 6 9 3813.68 1187.37 
692 1 2 9 3818.01 1598.72 
693 0 3 11 3807.71 133.953 
693 1 4 11 3811.27 459.245 
694 2 1 9 3804.14 418.109 
694 0 4 8 3808.62 168.278 
694 1 7 6 3812 248.266 
695 2 8 3 3816.22 719.034 
695 0 7 7 3820.5 373.448 
695 1 6 11 3824.04 50.4373 
696 2 7 11 3813.09 1488.09 
696 0 6 7 3816.94 900.443 
696 1 5 2 3821.31 633.696 
696 1 5 3 3821.49 375.534 
697 2 4 3 3817.24 442.249 
697 2 4 4 3816.71 667.265 
697 0 6 7 3821.3 92.6293 
697 1 9 9 3799.84 441.676 
697 1 8 11 3824.07 690.115 
698 2 7 7 3807.42 999.38 
698 0 7 8 3811.23 73.7302 
698 1 5 9 3814.54 106.053 
698 1 7 9 3813.55 113.557 
699 2 5 2 3808.33 1119.42 
699 0 6 2 3775.33 161.273 
699 1 7 2 3778.91 374.123 
700 2 3 11 3806.07 1233.14 
700 0 3 8 3809.92 316.929 
700 1 2 5 3813.74 566.433 
701 2 3 12 3810.49 995.077 
701 2 2 11 3811.49 687.219 
701 0 2 9 3814.44 158.848 
701 1 2 7 3818.05 636.942 
702 2 2 10 3811.79 899.835 
702 0 2 9 3815.12 158.848 
702 1 2 8 3818.19 19.3699 
703 2 3 10 3808.58 1830.43 
703 0 3 10 3811.71 364.181 
703 0 3 11 3811.33 641.292 
703 1 2 9 3814.59 1724.61 
703 1 2 11 3815.17 611.049 
703 1 1 9 3814.6 1719.6 
703 1 1 11 3814.57 612.591 
703 1 6 10 3815.08 529.958 
704 2 5 12 3806.11 477.021 
704 0 4 10 3810.16 176.579 
704 1 4 8 3813.72 244.414 
705 2 5 6 3807.25 764.668 
705 0 3 4 3812.08 542.234 
705 1 1 2 3814.64 73.5614 
706 2 5 3 3813.67 1333.84 
706 0 6 3 3798.5 301.124 
706 0 7 3 3780.11 682.183 
706 1 8 3 3783.04 414.597 
707 2 5 6 3809.82 1026.02 
707 0 5 8 3813.78 272.514 
707 1 5 11 3817.47 232.1 
707 1 6 11 3816.95 32.5442 
708 2 1 10 3804.88 99.9468 
708 0 3 8 3808.09 538.254 
708 1 4 6 3811.61 393.242 
709 2 5 8 3805.44 417.327 
709 0 6 8 3809.94 133.545 
709 1 7 7 3812.29 96.7943 
710 2 2 8 3808.27 1450.87 
710 0 3 10 3812.64 337.495 
710 1 4 12 3815.43 560.243 
711 2 1 4 3809.89 533.662 
711 0 3 5 3812.68 607.068 
711 1 4 6 3816.37 617.394 
712 2 3 7 3806.43 551.119 
712 0 3 6 3810.31 244.293 
712 1 4 4 3813.65 84.5389 
713 2 1 5 3807.82 564.971 
713 0 2 5 3810.83 291.407 
713 1 2 6 3814.28 491.058 
714 2 7 10 3808.78 239.296 
714 0 6 10 3811.86 131.971 
714 1 4 10 3815.25 344.516 
715 2 6 3 3809.54 713.188 
715 0 4 3 3813.41 1112.21 
715 1 2 3 3816.66 501.504 
716 2 3 6 3806.73 576.408 
716 0 2 8 3810.84 414.625 
716 1 1 10 3814.2 896.8 
717 2 1 4 3810.43 679.921 
717 0 3 4 3813.82 859.779 
717 1 4 3 3816.6 135.659 
718 2 5 9 3809.72 3613.63 
718 2 4 9 3809.47 666.289 
718 2 10 9 3810.62 504.524 
718 0 5 8 3813.09 362.212 
718 1 5 9 3816.47 263.065 
719 2 2 5 3806.55 483.064 
719 0 2 7 3811.09 415.479 
719 1 2 8 3814.2 449.326 
719 1 2 9 3814.07 1156.6 
719 1 1 9 3813.53 32.8384 
720 2 1 6 3811.76 859.13 
720 0 1 7 3815.23 639.273 
720 1 1 8 3817.58 868.192 
721 2 5 9 3808.31 230.148 
721 0 5 10 3812.2 227.583 
721 1 4 10 3814.26 72.9709 
722 2 5 10 3814.3 667.131 
722 2 3 11 3813.88 1958.24 
722 2 2 11 3814.12 404.041 
722 2 7 8 3813.36 2310.32 
722 0 7 7 3817.64 427.323 
722 1 4 8 3820.4 288.003 
722 1 6 5 3820.46 260.246 
723 2 9 12 3809.63 1021.5 
723 2 8 12 3809.31 1192.63 
723 0 5 11 3814.32 70.7214 
723 1 1 9 3817.02 473.041 
724 2 4 1 3816.46 83.9365 
724 2 4 2 3815.88 317.158 
724 0 3 1 3801.25 565.612 
724 0 4 1 3782.77 222.883 
724 1 1 1 3804 720.173 
725 2 5 3 3816.23 200.975 
725 0 7 2 3407.43 2061.53 
725 1 8 2 3410.37 877.231 
726 2 10 12 3809.38 1609.44 
726 0 9 12 3813.65 114.978 
726 1 7 11 3816.01 517.147 
727 2 2 6 3818.41 2841.66 
727 0 2 10 3821.67 351.229 
727 0 9 11 3787.59 505.617 
727 0 9 8 3785.57 1124.63 
727 0 6 9 3823.31 32.9305 
727 0 6 8 3821.5 517.155 
727 1 5 10 3825.55 297.178 
727 1 3 8 3823.88 291.692 
728 2 9 8 3810.01 325.528 
728 0 6 7 3814.99 159.032 
728 1 3 5 3817.61 1054.59 
729 2 1 9 3804.58 463.685 
729 0 3 6 3809.14 376.257 
729 1 5 3 3812.69 981.502 
730 2 4 4 3809.29 800.609 
730 0 5 4 3813.96 825.304 
730 1 6 3 3816.31 242.105 
731 2 5 11 3806.39 92.2495 
731 0 5 11 3810.35 113.51 
731 1 5 11 3812.88 362.296 
732 2 6 9 3810 1383.88 
732 0 7 8 3813.35 324.759 
732 1 7 8 3816.7 97.6679 
733 2 6 4 3807.86 770.761 
733 0 4 7 3812.17 162.114 
733 0 4 6 3812.35 434.991 
733 1 2 7 3814.87 577.971 
734 2 3 12 3665.11 350.936 
734 2 3 4 3812.14 883.097 
734 0 3 4 3816.12 1138.68 
734 1 3 3 3819.16 1018.56 
735 2 2 3 3808.56 2244.35 
735 0 3 4 3812.93 628.681 
735 1 4 5 3815.31 420.892 
736 2 6 10 3807.42 1752.16 
736 0 8 9 3811.69 225.946 
736 0 1 5 3724.79 2092.51 
736 1 9 8 3796.51 31.1955 
736 1 8 8 3814.13 122.061 
737 2 9 9 3811.25 899.459 
737 0 6 8 3815.34 121.108 
737 1 3 6 3818.19 1641.43 
738 2 1 5 3808.62 1869.89 
738 0 4 4 3812.4 783.817 
738 1 7 4 3815.53 375.04 
739 2 4 5 3808.91 891.908 
739 0 5 4 3812.56 1383.61 
739 1 6 3 3815.08 164.912 
740 2 5 8 3804.11 1102.94 
740 0 3 7 3807.63 383.216 
740 1 1 6 3811.06 340.317 
741 2 9 10 3809.2 302.916 
741 0 6 11 3814.14 59.1327 
741 1 4 11 3816.81 422.787 
742 2 1 8 3806.43 612.195 
742 0 2 7 3810.63 119.55 
742 1 2 5 3813.77 770.293 
743 2 2 3 3809.59 1131.62 
743 0 5 4 3813.33 722.515 
743 1 4 12 4327.32 68.5789 
743 1 7 6 3816.97 366.696 
744 2 9 6 3815.95 715.307 
744 2 9 5 3817.56 44.7796 
744 2 9 4 3816.55 1244.6 
744 0 7 7 3822.19 80.5445 
744 0 6 9 3820.52 164.667 
744 1 2 11 3825.05 743.388 
745 2 8 3 3807.91 969.9 
745 0 5 4 3812.32 670.47 
745 1 1 4 3815.61 401.066 
746 2 8 7 3804.53 414.568 
746 0 7 8 3809.1 355.117 
746 0 6 8 3809.44 69.9202 
746 1 5 8 3812.69 574.396 
747 2 1 11 3810.03 424.646 
747 0 2 10 3814.44 68.6368 
747 1 3 9 3817.29 231.261 
748 2 6 7 3805.4 277.372 
748 0 4 9 3808.84 156.775 
748 1 2 10 3811.77 678.706 
749 2 7 9 3810.33 631.666 
749 0 4 6 3814.86 403.919 
749 1 2 4 3817.55 799.865 
750 2 4 9 3807.09 1245.97 
750 0 5 9 3810.03 99.808 
750 1 7 5 3813.84 222.303 
751 2 3 4 3808.84 268.945 
751 2 3 5 3808.11 259.698 
751 0 3 8 3812.91 464.064 
751 1 3 10 3816.01 90.9434 
751 1 3 11 3815.54 615.581 
751 1 2 10 3816.85 900.797 
752 2 4 7 3806.23 494.794 
752 0 5 8 3810.9 125.346 
752 0 4 8 3810.13 634.974 
752 1 4 10 3813.41 200.275 
753 2 10 1 3808.92 243.808 
753 0 9 2 3399.96 201.906 
753 1 8 2 3402.74 540.071 
754 2 2 4 3809.12 537.668 
754 0 4 8 3813.46 152.191 
754 1 7 12 3817.41 431.801 
755 2 2 8 3808.26 1837.97 
755 0 2 8 3810.63 114.221 
755 0 2 9 3811.33 53.2602 
755 1 4 4 3814.36 515.389 
756 2 6 6 3810.65 321.636 
756 0 9 5 3776.09 132.594 
756 1 9 4 3779.21 495.189 
757 2 7 11 3812.83 1213.58 
757 0 6 10 3816.61 192.182 
757 1 4 10 3819.75 458.417 
758 2 3 5 3810.2 629.788 
758 0 2 5 3813.88 723.195 
758 1 1 6 3817.06 578.237 
759 2 3 10 3807 979.578 
759 0 5 8 3810.6 189.838 
759 1 7 8 3813.85 326.683 
760 2 7 5 3820.17 340.001 
760 2 8 4 3819.98 1109.98 
760 0 9 7 3787.03 86.7874 
760 0 8 9 3824.75 84.7059 
760 0 8 7 3824.43 106.182 
760 1 9 10 3790.31 830.997 
760 1 8 11 3828.1 298.108 
760 1 5 5 4406.94 215.05 
761 2 7 5 3811.03 175.423 
761 2 7 3 3811.67 755.021 
761 0 6 5 3815.51 318.172 
761 1 6 5 3818.2 192.27 
762 2 6 2 3809.78 498.364 
762 0 8 2 3402.17 135.705 
762 1 10 2 3405.34 262.771 
763 2 5 3 3813.68 939.444 
763 0 4 3 3816.86 1253.38 
763 1 4 3 3820.23 921.961 
764 2 6 12 3811.31 1218.93 
764 0 6 11 3815.47 370.49 
764 1 6 11 3818.21 230.332 
765 2 2 11 3807.23 979.207 
765 0 3 10 3811.03 131.962 
765 1 3 9 3813.68 419.197 
766 2 8 7 3809.11 883.738 
766 0 8 9 3813.2 131.111 
766 1 7 12 3816.35 381.42 
767 2 9 2 3819.01 846.812 
767 2 10 1 3818.26 713.616 
767 0 8 4 3411.72 555.371 
767 0 8 3 3785.48 5951.48 
767 1 7 5 3725.62 45.4305 
767 1 7 1 3413.99 575.231 
767 1 9 2 3787.85 457.513 
767 1 3 1 3804.68 1160.34 
768 2 7 12 3812.8 1381.62 
768 0 7 9 3816.09 334.336 
768 1 6 7 3819.51 146.254 
769 2 4 8 3805.16 130.107 
769 0 3 5 3809.07 430.676 
769 1 1 2 3811.72 264.603 
770 2 4 3 3811.73 1191 
770 0 5 3 3814.68 668.759 
770 1 6 3 3817.48 208.071 
771 2 7 5 3817.37 646.887 
771 0 10 8 3784.66 355.954 
771 0 8 8 3821.63 357.463 
771 1 1 12 3912.38 315.819 
771 1 9 11 3825.19 410.921 
772 2 2 12 3807.07 1998.6 
772 0 4 12 3798.22 293.563 
772 0 6 11 3810.61 139.874 
772 1 4 10 3814.64 215.654 
772 1 3 10 3813.39 128.845 
772 1 8 10 3812.72 182.162 
773 2 4 2 3810.16 370.897 
773 0 5 4 3813.55 2141.69 
773 1 6 5 3817.04 740.078 
774 2 4 4 3810.89 1224.67 
774 0 7 4 3778 104.927 
774 1 9 4 3780.59 616.585 
775 2 8 6 3809.4 309.051 
775 0 8 4 3402.35 235.25 
775 1 8 2 3404.44 262.507 
776 2 6 11 3808.9 352.198 
776 0 9 12 3811.97 299.286 
776 1 6 11 3815.33 330.562 
777 2 10 12 3810.43 627.149 
777 0 6 7 3814.28 154.999 
777 1 2 2 3818.74 319.814 
778 2 9 5 3809.76 71.2374 
778 2 10 5 3809.21 191.505 
778 0 10 4 3775.57 1872.73 
778 1 10 3 3778.99 219.956 
779 2 5 2 3808.55 1157.86 
779 0 4 5 3813.54 942.938 
779 1 3 7 3816.18 187.184 
780 2 8 7 3806.64 1109.53 
780 0 6 5 3810.86 261.405 
780 1 4 3 3814.12 274.299 
781 2 5 12 3805.49 365.43 
781 0 6 12 3810.75 186.151 
781 1 7 12 3813.57 311.056 
782 2 1 2 3810.33 95.9982 
782 0 2 6 3813.3 707.97 
782 1 3 7 3816.8 101.511 
783 2 1 4 3808.02 438.004 
783 0 4 5 3812.01 405.85 
783 1 7 6 3814.68 101.684 
784 2 5 12 3806.8 104.287 
784 2 8 11 3807.18 654.511 
784 0 5 7 3810.9 159.394 
784 0 7 8 3811.42 341.741 
784 0 6 7 3811.84 71.0373 
784 1 10 2 3402.72 130.791 
784 1 5 3 3814.4 1519.64 
785 2 10 2 3811.55 116.628 
785 0 9 2 3402.82 318.735 
785 1 8 2 3405.88 385.8 
786 2 4 9 3810.08 326.153 
786 2 3 9 3809.25 4377.99 
786 0 3 6 3813.05 210.332 
786 1 2 3 3816.86 617.109 
787 2 7 5 3815.82 395.718 
787 0 6 8 3819.42 104.305 
787 1 4 10 3823.07 289.275 
788 2 3 4 3811.42 970.992 
788 0 5 4 3815.05 876.695 
788 1 6 3 3818.15 415.772 
788 1 5 2 3819.08 385.127 
789 2 5 11 3808.4 523.22 
789 0 6 11 3813.65 164.189 
789 1 7 10 3816.61 780.316 
790 2 4 11 3810.22 1441.17 
790 0 6 10 3813.86 292.53 
790 1 10 9 3517.83 393.903 
790 1 7 9 3816.84 70.7704 
790 1 6 9 3817.12 187.148 
791 2 9 9 3810.03 850.674 
791 0 6 9 3813.78 303.234 
791 1 3 9 3817.39 303.798 
792 2 3 6 3811.47 522.081 
792 0 4 8 3816.44 45.9398 
792 0 3 8 3815.7 364.121 
792 1 6 9 3818.75 147.193 
793 2 2 2 3813.29 835.978 
793 0 2 3 3816.58 1052.73 
793 1 1 4 3819.94 413.653 
794 2 3 10 3809.38 1651.86 
794 0 6 10 3813.37 72.6156 
794 1 7 10 3816.31 353.866 
795 2 8 8 3808.17 960.798 
795 0 5 8 3812.02 272.514 
795 0 8 7 3984.34 127.112 
795 1 3 10 3815.18 516.768 
795 1 2 11 3815.44 731.94 
795 1 9 5 3777.34 894.608 
796 2 2 3 3813.66 2592.46 
796 0 1 4 3814.82 107.656 
796 0 1 6 3818.77 625.708 
796 1 2 8 3821.01 599.684 
797 2 5 9 3803.98 634.88 
797 2 2 9 4065.11 248.519 
797 0 6 8 3807.49 56.7522 
797 1 6 6 3810.93 268.731 
798 2 8 8 3812.59 853.545 
798 2 8 7 3812.24 475.084 
798 2 7 8 3812.08 2296.52 
798 2 6 8 3812.46 1750.92 
798 0 8 8 3815.66 237.86 
798 0 8 4 3405.04 289.927 
798 0 10 5 3781.84 633.862 
798 0 10 4 3779.28 481.139 
798 1 9 3 3782.89 479.949 
799 2 10 4 3818.14 486.062 
799 0 7 7 3823.46 110.408 
799 0 6 7 3822.41 836.644 
799 1 5 9 3826.06 469.433 
799 1 3 10 3826.6 73.6769 
799 1 2 10 3827.33 373.378 
800 2 9 11 3810.22 1288.47 
800 0 8 9 3813.71 326.593 
800 1 7 7 3817.11 990.116 
801 2 5 3 3819.84 1695.12 
801 0 6 7 3823.57 380461 
801 1 7 10 3826.86 695.569 
802 2 4 8 3806.17 217.436 
802 0 5 9 3810.05 91.2756 
802 1 5 5 3813.81 367.222 
803 2 7 4 3805.79 734.436 
803 0 6 5 3809.55 34.2771 
803 1 6 6 3812.82 181.804 
804 2 1 5 3810.97 773.541 
804 0 3 5 3814.57 524.247 
804 1 4 5 3817.91 392.554 
805 2 2 9 3811.06 7281.38 
805 0 3 10 3815.09 72.6066 
805 1 4 10 3818.43 367.741 
806 2 2 8 3807.4 581.576 
806 0 4 7 3810.19 121.202 
806 1 5 5 3813.32 152.108 
807 2 5 6 3812.66 405.657 
807 0 4 4 3816.75 902.164 
807 1 3 2 3818.85 316.083 
808 2 2 7 3810.7 843.67 
808 2 2 9 3811.43 277.669 
808 0 3 8 3814.04 207.601 
808 0 2 4 3815.44 493.318 
808 1 3 8 3818.06 179.473 
809 2 10 7 3804.45 1379.55 
809 0 9 5 3771.51 1.46525 
809 1 8 3 3774.2 167.406 
810 2 4 9 3807.63 251.588 
810 0 3 8 3810.75 123.599 
810 1 2 6 3813.98 482.366 
811 2 6 2 3809.52 442.382 
811 2 3 1 3809.71 505.148 
811 2 5 2 3810.33 257.917 
811 0 7 2 3401.36 273.596 
811 0 1 3 3795.44 654.576 
811 1 9 1 3799.93 241.182 
812 2 5 11 3806.23 339.357 
812 0 6 9 3810.67 152.583 
812 1 6 7 3813.25 365.775 
813 2 7 7 3808.96 538.503 
813 0 6 9 3812.19 296.207 
813 1 6 10 3815.71 260.063 
814 2 10 9 3810.88 988.657 
814 0 6 7 3815.41 298.309 
814 1 3 5 3819.27 697.223 
815 2 4 2 3808.65 188.452 
815 0 2 6 3812.91 1030.74 
815 1 1 8 3815.96 1062.55 
816 2 9 10 3809.76 1082.61 
816 0 7 10 3813.84 403.455 
816 1 6 10 3815.98 292.433 
817 2 7 12 3809.76 3188.14 
817 0 9 8 3778.06 274.1 
817 1 10 5 3781.48 921.319 
818 2 8 7 3804.75 439.234 
818 0 6 8 3808.13 82.9376 
818 1 4 10 3811.76 610.05 
819 2 5 3 3806.96 384.578 
819 0 3 6 3810.63 251.69 
819 1 2 8 3814.19 652.577 
820 2 1 5 3808.69 373.484 
820 0 2 4 3813.04 330.694 
820 1 2 3 3815.5 839.257 
821 2 2 9 3808.06 678.767 
821 2 1 8 3808.05 164.189 
821 2 6 10 3809.9 1410.36 
821 0 7 10 3814.07 364.775 
821 0 6 7 3812.09 229.137 
821 1 4 7 3815.37 346.228 
821 1 10 6 3779.89 1252.08 
821 1 5 5 3815.82 460.926 
821 1 5 6 3815.64 130.934 
822 2 3 12 3807.77 899.101 
822 0 3 10 3811.92 207.671 
822 1 3 7 3814.84 577.944 
823 2 6 5 3810.52 811.452 
823 0 4 5 3814.64 1028.22 
823 1 2 5 3817.94 290.354 
824 2 2 12 3806.88 1090.81 
824 0 2 9 3811.41 217.599 
824 1 2 5 3815.36 636.077 
825 2 5 9 3808.67 3122.54 
825 0 5 7 3812.45 277.295 
825 1 5 8 3815.38 133.541 
826 2 4 11 3807.04 358.122 
826 0 3 10 3811.32 203.818 
826 1 3 10 3813.63 24.8046 
827 2 10 12 3810.89 1693.9 
827 0 7 11 3814.07 885.239 
827 1 4 10 3817.32 581.525 
828 2 8 3 3811.87 2136.76 
828 0 7 3 3778.86 576.712 
828 0 7 2 3403.07 58.1568 
828 1 7 2 3782.31 1433.5 
828 1 7 1 3408.05 518.037 
829 2 4 5 3808.24 497.887 
829 0 3 6 3812.27 183.131 
829 1 1 7 3815.53 1199.09 
830 2 8 3 3808.71 383.371 
830 0 8 2 3400.51 285.093 
830 1 8 1 3404.01 293.31 
831 2 5 6 3810.83 524.134 
831 0 4 8 3815.84 248.934 
831 1 3 10 3819.48 69.3188 
832 2 8 12 3811.09 944.023 
832 0 5 10 3815.04 348.349 
832 1 2 7 3818.88 723.311 
833 2 6 4 3818.26 900.352 
833 0 6 7 3822.76 258.839 
833 1 6 9 3825.43 319.459 
834 2 9 12 3812.23 287.945 
834 0 6 11 3816.42 143.965 
834 1 4 8 3819.82 998.659 
834 1 3 10 3820.01 334.942 
835 2 6 11 3806.75 1754.59 
835 0 4 7 3810.99 162.114 
835 1 3 2 3814.99 36.0532 
836 2 5 12 3806.64 348.858 
836 0 4 9 3810.82 337.764 
836 1 3 6 3814.55 1341.87 
837 2 2 8 3806.07 440.405 
837 0 2 5 3809.79 1718.65 
837 1 1 5 3813.19 746.809 
838 2 7 6 3809.33 330.705 
838 2 10 6 3808.47 649.742 
838 0 6 3 3793.21 734.16 
838 1 5 1 3795.98 1310.49 
839 2 2 5 3808.09 450.53 
839 0 2 5 3810.89 518 
839 1 1 6 3813.55 22.9417 
840 2 7 9 3805.52 825.808 
840 0 2 7 3809.83 238.028 
840 1 1 7 3813.41 840.475 
841 2 10 9 3810.42 114.961 
841 2 10 8 3810.53 483.874 
841 0 8 8 3813.41 316.873 
841 1 7 8 3816.56 27.4086 
841 1 6 8 3817.05 1239.49 
842 2 6 1 3807.75 420.816 
842 0 4 4 3812.77 736.493 
842 1 3 7 3815.06 309.104 
842 1 2 7 3815.58 1875.56 
843 2 7 3 3807.18 889.82 
843 0 4 2 3811.88 132.969 
